"gene_name","length_kbp"
"ACOX1",37.856
"ACOX2",32.183
"ACOX3",74.441
"ACOXL",385.649
"ACP1",14.143
"ACP2",9.604
"ACP5",4.348
"ACP6",40.844
"ACPP",50.931
"ACPT",4.809
"ACR",7.138
"ACRBP",9.385
"ACRC",35.172
"ACRV1",9.601
"ACSBG1",78.22
"ACSBG2",57.847
"ACSF2",48.687
"ACSF3",67.471
"ACSL1",71.223
"ACSL3",83.705
"ACSL4",109.159
"ACSL5",54.362
"ACSL6",205.253
"ACSM1",75.653
"ACSM2A",36.206
"ACSM2B",40.201
"ACSM3",187.338
"ACSM4",24.44
"ACSM5",31.802
"ACSS1",52.75
"ACSS2",55.816
"ACSS3",324.791
"ACTA1",2.853
"ACTA2",56.316
"ACTB",36.633
"ACTBL2",2.793
"ACTC1",8.043
"ACTG1",13.876
"ACTG2",27.551
"ACTL6A",25.528
"ACTL6B",13.364
"ACTL7A",1.493
"ACTL7B",2.378
"ACTL8",71.75
"ACTN1",105.297
"ACTN2",78.177
"ACTN3",16.934
"ACTN4",83.934
"ACTR10",35.556
"ACTR1A",23.482
"ACTR1B",8.144
"ACTR2",43.5
"ACTR3",72.636
"ACTR3B",95.629
"ACTR3C",79.809
"ACTR5",24.078
"ACTR6",42.743
"ACTR8",15.136
"ACTRT1",1.436
"ACTRT2",1.42
"ACVR1",139.418
"ACVR1B",45.411
"ACVR1C",102.238
"ACVR2A",86.309
"ACVR2B",39.291
"ACVRL1",16.453
"ACY1",5.857
"ACY3",8.104
"ACYP1",16.262
"ACYP2",334.462
"ADA",32.711
"ADAD1",50.836
"ADAD2",6.03
"ADAL",23.881
"ADAM10",161.171
"ADAM11",22.815
"ADAM12",376.074
"ADAM15",12.209
"ADAM17",67.306
"ADAM18",145.575
"ADAM19",180.241
"ADAM20",12.657
"ADAM21",7.742
"ADAM21P1",2.31
"ADAM22",268.746
"ADAM23",177.591
"ADAM28",64.978
"ADAM29",148.512
"ADAM32",177.921
"ADAM33",14.281
"ADAM3A",71.807
"ADAM6",2.54
"ADAM7",86.04
"ADAM8",14.465
"ADAM9",108.275
"ADAMTS1",9.662
"ADAMTS10",30.493
"ADAMTS12",368.657
"ADAMTS13",45.044
"ADAMTS14",89.638
"ADAMTS15",27.667
"ADAMTS16",179.974
"ADAMTS17",370.416
"ADAMTS18",187.301
"ADAMTS19",278.418
"ADAMTS2",234.579
"ADAMTS20",198.055
"ADAMTS3",287.83
"ADAMTS4",14.748
"ADAMTS5",48.601
"ADAMTS6",333.184
"ADAMTS7",52.228
"ADAMTS8",24.068
"ADAMTS9",172.346
"ADAMTSL1",437.056
"ADAMTSL2",43.355
"ADAMTSL3",385.756
"ADAMTSL4",11.568
"ADAMTSL5",8.586
"ADAP1",57.506
"ADAP2",52.978
"ADAR",45.937
"ADARB1",152.707
"ADARB2",560.158
"ADAT1",26.319
"ADAT2",27.841
"ADAT3",8.069
"ADCK1",134.929
"ADCK2",23.108
"ADCK4",26.678
"ADCK5",20.141
"ADCY1",148.976
"ADCY10",104.827
"ADCY2",433.873
"ADCY3",100.67
"ADCY4",16.744
"ADCY5",167.462
"ADCY6",22.843
"ADCY7",71.998
"ADCY8",262.125
"ADCY9",162.798
"ADCYAP1",7.229
"ADCYAP1R1",59.018
"ADD1",86.219
"ADD2",160.607
"ADD3",139.197
"ADH1A",14.661
"ADH1C",16.535
"ADH4",34.135
"ADH5",17.823
"ADH6",16.899
"ADHFE1",41.416
"ADI1",22.375
"ADIG",7.268
"ADIPOQ",15.773
"ADIPOR1",17.749
"ADIPOR2",100.104
"ADK",558.118
"ADM",2.717
"ADM2",4.884
"ADNP",42.321
"ADNP2",38.492
"ADO",3.626
"ADORA1",76.751
"ADORA2A",24.481
"ADORA2B",30.829
"ADORA3",80.614
"ADPGK",34.477
"ADPRH",10.677
"ADPRHL1",31.584
"ADPRHL2",5.057
"ADRA1A",119.123
"ADRA1B",55.761
"ADRA1D",28.443
"ADRA2A",3.744
"ADRA2B",3.37
"ADRA2C",2.178
"ADRB1",2.852
"ADRB2",3.442
"ADRB3",3.974
"ADRBK1",20.146
"ADRBK2",164.445
"ADRM1",6.769
"ADSL",22.867
"ADSS",43.64
"ADSSL1",23.139
"AEBP1",10.201
"AEBP2",316.756
"AEN",10.986
"AES",10.197
"AFAP1",181.212
"AFAP1L1",69.931
"AFAP1L2",109.932
"AFF1",206.052
"AFF2",500.044
"AFF3",597.32
"AFF4",88.255
"AFG3L2",48.37
"AFM",22.318
"AFMID",20.384
"AFP",25.036
"AFTPH",68.7
"AGA",11.733
"AGAP1",637.711
"AGAP11",17.797
"AGAP2",18.396
"AGAP3",58.605
"AGAP4",28.281
"AGAP5",23.594
"AGAP6",28.309
"AGBL1",887.056
"AGBL2",55.798
"AGBL3",161.455
"AGBL4",1491.058
"AGBL5",28.258
"AGER",3.356
"AGFG1",89.062
"AGFG2",29.008
"AGGF1",35.983
"AGK",104.055
"AGL",73.939
"AGMAT",12.757
"AGPAT1",9.884
"AGPAT2",14.28
"AGPAT3",121.35
"AGPAT4",144.082
"AGPAT5",51.309
"AGPAT6",47.814
"AGPAT9",69.961
"AGPS",151.192
"AGR2",41.622
"AGRN",35.995
"AGRP",1.242
"AGT",11.774
"AGTPBP1",195.49
"AGTR1",45.224
"AGTRAP",18.718
"AGXT",12.023
"AGXT2",50.034
"AHCTF1",92.88
"AHCY",31.534
"AHCYL1",39.055
"AHCYL2",205.188
"AHDC1",70.396
"AHI1",214.244
"AHNAK",122.693
"AHNAK2",41.113
"AHR",47.53
"AHRR",134.115
"AHSA1",11.604
"AHSA2",13.785
"AHSG",8.395
"AHSP",0.939
"AICDA",10.705
"AIDA",45.197
"AIF1",1.837
"AIF1L",26.676
"AIFM1",36.525
"AIFM2",34.711
"AIFM3",16.252
"AIG1",279.808
"AIM1",58.596
"AIM1L",32.271
"AIM2",84.612
"AIMP1",33.682
"AIMP2",14.589
"AIP",8.062
"AIPL1",41.506
"AIRE",12.81
"AJAP1",137.802
"AK1",11.263
"AK2",73.012
"AK3",32.484
"AK4",84.596
"AK5",277.918
"AK7",97.316
"AKAP1",36.257
"AKAP10",74.041
"AKAP11",51.114
"AKAP12",118.558
"AKAP13",368.787
"AKAP14",24.879
"AKAP2",123.914
"AKAP3",33.539
"AKAP4",10.245
"AKAP5",9.004
"AKAP6",508.408
"AKAP7",147.869
"AKAP8",26.413
"AKAP8L",39.093
"AKAP9",169.806
"AKIRIN1",14.836
"AKIRIN2",27.137
"AKNA",60.249
"AKNAD1",42.33
"AKR1A1",19.506
"AKR1B1",16.934
"AKR1B10",13.816
"AKR1B15",30.739
"AKR1C1",144.269
"AKR1C2",212.662
"AKR1C3",72.332
"AKR1C4",23.487
"AKR1CL1",31.044
"AKR1D1",115.662
"AKR1E2",61.433
"AKR7A2",8.181
"AKR7A3",6.692
"AKR7L",8.212
"AKT1",26.402
"AKT1S1",9.426
"AKT2",55.219
"AKT3",362.846
"AKTIP",13.371
"ALAD",15.016
"ALAS1",16.241
"ALAS2",22.009
"ALB",24.298
"ALCAM",209.991
"ALDH16A1",17.879
"ALDH18A1",50.777
"ALDH1A1",179.78
"ALDH1A2",544.442
"ALDH1A3",38.912
"ALDH1B1",5.997
"ALDH1L1",94.432
"ALDH1L2",64.793
"ALDH2",43.098
"ALDH3A1",10.959
"ALDH3A2",29.462
"ALDH3B1",20.704
"ALDH3B2",19.038
"ALDH4A1",31.351
"ALDH5A1",42.355
"ALDH6A1",27.643
"ALDH7A1",53.577
"ALDH8A1",32.732
"ALDH9A1",36.647
"ALDOA",17.367
"ALDOB",15.245
"ALDOC",4.149
"ALG1",53.677
"ALG10",7.413
"ALG10B",13.15
"ALG11",17.266
"ALG12",18.229
"ALG13",94.838
"ALG14",98.538
"ALG1L",7.764
"ALG1L2",31.396
"ALG2",5.53
"ALG3",7.247
"ALG5",50.486
"ALG6",70.972
"ALG8",38.724
"ALG9",91.2625
"ALK",728.792
"ALKBH1",35.616
"ALKBH2",5.443
"ALKBH3",39.455
"ALKBH4",8.638
"ALKBH5",26.876
"ALKBH6",5.119
"ALKBH7",2.818
"ALKBH8",63.02
"ALLC",44.476
"ALMS1",225.035
"ALMS1P",40.657
"ALOX12",14.671
"ALOX12B",15.067
"ALOX12P2",100.246
"ALOX15",11.392
"ALOX15B",10.117
"ALOX5",71.943
"ALOX5AP",50.948
"ALOXE3",23.147
"ALPI",3.909
"ALPK1",157.111
"ALPK2",147.71
"ALPK3",56.802
"ALPL",69.04
"ALPP",4.355
"ALPPL2",3.871
"ALS2",80.635
"ALS2CL",24.707
"ALS2CR11",131.753
"ALS2CR12",69.127
"ALX1",21.677
"ALX3",10.706
"ALX4",49.722
"AMACR",21.93
"AMBN",15.032
"AMBP",18.345
"AMBRA1",197.711
"AMD1",81.092
"AMDHD1",25.423
"AMDHD2",11.065
"AMELX",7.348
"AMELY",7.322
"AMFR",64.086
"AMH",2.764
"AMHR2",7.679
"AMICA1",31.354
"AMIGO1",5.563
"AMIGO2",4.244
"AMIGO3",2.861
"AMMECR1",246.047
"AMMECR1L",24.292
"AMN",10.94
"AMN1",58.037
"AMOT",66.312
"AMOTL1",170.322
"AMOTL2",19.605
"AMPD1",22.52
"AMPD2",15.947
"AMPD3",199.266
"AMPH",247.863
"AMT",5.975
"AMTN",14.202
"AMY1A",97.656
"AMY1C",8.284
"AMY2A",8.969
"AMY2B",25.719
"AMZ1",95.978
"AMZ2",9.59
"AMZ2P1",9.026
"ANAPC1",118.419
"ANAPC10",131.429
"ANAPC11",10.201
"ANAPC13",9.01
"ANAPC16",19.86
"ANAPC2",13.765
"ANAPC4",41.285
"ANAPC5",91.651
"ANAPC7",30.83
"ANG",14.794
"ANGEL1",39.003
"ANGEL2",23.644
"ANGPT1",248.573
"ANGPT2",63.758
"ANGPT4",46.418
"ANGPTL1",21.347
"ANGPTL2",35.551
"ANGPTL4",11.084
"ANGPTL5",25.848
"ANGPTL6",10.458
"ANGPTL7",6.64
"ANK1",243.542
"ANK2",565.631
"ANK3",707.192
"ANKAR",86.903
"ANKDD1A",46.798
"ANKFN1",400.701
"ANKFY1",100.07
"ANKH",166.974
"ANKHD1",138.042
"ANKHD1-EIF4EBP3",147.661
"ANKIB1",155.15
"ANKK1",12.627
"ANKLE1",6.001
"ANKLE2",36.385
"ANKMY1",89.787
"ANKMY2",46.041
"ANKRA2",13.351
"ANKRD1",9.18
"ANKRD10",36.529
"ANKRD11",222.934
"ANKRD12",149.757
"ANKRD13A",40.577
"ANKRD13B",24.992
"ANKRD13C",94.146
"ANKRD13D",13.938
"ANKRD16",28.289
"ANKRD17",185.422
"ANKRD18A",57.0225
"ANKRD2",11.385
"ANKRD20A1",42.947
"ANKRD20A2",43.107
"ANKRD20A3",46.32
"ANKRD20A4",43.748
"ANKRD22",29.686
"ANKRD23",33.408
"ANKRD24",41.46
"ANKRD26",108.584
"ANKRD26P1",99.756
"ANKRD27",79.59
"ANKRD28",192.535
"ANKRD29",63.959
"ANKRD30A",258.323
"ANKRD30B",124.466
"ANKRD30BL",110.378
"ANKRD30BP2",28.873
"ANKRD31",168.603
"ANKRD32",121.089
"ANKRD33",3.704
"ANKRD33B",85.866
"ANKRD34A",5.14
"ANKRD34B",13.733
"ANKRD34C",4.95
"ANKRD35",19.306
"ANKRD36",151.025
"ANKRD36B",97.302
"ANKRD36BP1",1.778
"ANKRD37",4.607
"ANKRD39",21.484
"ANKRD40",14.734
"ANKRD42",66.955
"ANKRD44",344.156
"ANKRD45",60.301
"ANKRD46",50.032
"ANKRD49",5.954
"ANKRD50",48.68
"ANKRD52",20.584
"ANKRD53",7.119
"ANKRD54",18.472
"ANKRD55",133.681
"ANKRD6",200.664
"ANKRD7",28.058
"ANKRD9",8.039
"ANKS1A",202.148
"ANKS1B",1258.197
"ANKS3",37.868
"ANKS4B",20.18
"ANKS6",65.636
"ANKZF1",6.912
"ANLN",63.985
"ANO1",111.226
"ANO10",336.735
"ANO2",414.363
"ANO3",353.689
"ANO4",411.115
"ANO5",90.181
"ANO6",224.417
"ANO7",36.868
"ANO8",11.606
"ANO9",24.078
"ANP32A",42.362
"ANP32B",32.582
"ANP32C",0.704
"ANP32E",17.739
"ANPEP",30.512
"ANTXR1",236.149
"ANTXR2",224.305
"ANXA1",18.636
"ANXA10",95.175
"ANXA11",54.683
"ANXA13",56.613
"ANXA2",55.749
"ANXA2P1",0.925
"ANXA2P2",1.019
"ANXA2P3",1.007
"ANXA3",58.932
"ANXA4",182.039
"ANXA5",29.158
"ANXA6",57.17
"ANXA7",38.975
"ANXA8",23.996
"ANXA8L1",162.237
"ANXA9",13.617
"AOAH",211.6
"AOC2",6.107
"AOC3",6.946
"AOX1",91.196
"AOX2P",98.322
"AP1AR",38.31
"AP1B1",95.499
"AP1G1",80.201
"AP1G2",8.505
"AP1M1",48.329
"AP1M2",14.644
"AP1S1",7.199
"AP1S2",29.208
"AP1S3",86.341
"AP2A1",40.145
"AP2A2",87.351
"AP2B1",148.363
"AP2M1",9.402
"AP2S1",12.856
"AP3B1",294.23
"AP3B2",50.633
"AP3D1",63.477
"AP3M1",30.808
"AP3M2",18.727
"AP3S1",72.6
"AP3S2",64.039
"AP4B1",10.453
"AP4E1",97.228
"AP4M1",8.796
"AP4S1",71.344
"APAF1",90.292
"APBA1",244.776
"APBA2",233.832
"APBA3",10.88
"APBB1",24.29
"APBB1IP",129.6
"APBB2",406.687
"APBB3",35.484
"APC",138.741
"APC2",26.942
"APCDD1",35.32
"APCDD1L",56.03
"APCS",1.04
"APEH",9.961
"APEX1",2.581
"APEX2",8.7
"APH1A",4.181
"APH1B",33.108
"API5",32.566
"APIP",63.405
"APITD1",12.366
"APLF",188.015
"APLN",9.128
"APLNR",3.737
"APLP1",11.892
"APLP2",74.974
"APOA1",2.199
"APOA1BP",2.537
"APOA2",1.339
"APOA4",2.606
"APOA5",3.053
"APOB",42.644
"APOBEC1",16.503
"APOBEC2",11.207
"APOBEC3A",40.037
"APOBEC3B",10.457
"APOBEC3C",6.269
"APOBEC3D",18.913
"APOBEC3F",13.306
"APOBEC3G",46.782
"APOBEC3H",6.843
"APOC1",5.102
"APOC1P1",4.582
"APOC2",3.53
"APOC3",3.366
"APOC4",3.258
"APOD",15.503
"APOE",3.639
"APOF",2.254
"APOH",44.492
"APOL1",14.52
"APOL2",13.751
"APOL4",15.716
"APOL5",11.611
"APOL6",20.014
"APOLD1",104.058
"APOM",5.794
"APOO",74.581
"APOOL",89.49
"APP",290.578
"APPBP2",83.07
"APPL1",45.731
"APPL2",62.942
"APRT",2.605
"APTX",52.562
"AQP1",42.6
"AQP10",4.235
"AQP11",20.964
"AQP12A",6.638
"AQP3",6.457
"AQP4",13.78
"AQP5",3.811
"AQP6",9.945
"AQP7",19.503
"AQP7P1",16.024
"AQP7P2",16.026
"AQP7P3",16.034
"AQP8",13.209
"AQP9",47.742
"AQPEP",65.165
"AQR",118.057
"AR",186.587
"ARAF",10.82
"ARAP1",108.53
"ARAP2",296.288
"ARAP3",28.82
"ARC",3.428
"ARCN1",30.643
"AREG",9.875
"ARF1",16.552
"ARF3",21.828
"ARF4",26.857
"ARF5",3.36
"ARF6",3.962
"ARFGAP1",17.008
"ARFGAP2",12.826
"ARFGAP3",61.604
"ARFGEF1",170.165
"ARFGEF2",114.803
"ARFIP1",230.736
"ARFIP2",6.796
"ARFRP1",9.383
"ARG1",11.188
"ARG2",31.922
"ARGFX",15.93
"ARGFXP2",1.071
"ARGLU1",26.491
"ARHGAP1",23.535
"ARHGAP10",340.717
"ARHGAP11A",24.805
"ARHGAP11B",148.499
"ARHGAP12",123.472
"ARHGAP15",676.99
"ARHGAP17",96.281
"ARHGAP18",134.093
"ARHGAP19",70.5
"ARHGAP20",136.147
"ARHGAP21",140.059
"ARHGAP22",210.231
"ARHGAP23",83.974
"ARHGAP24",527.556
"ARHGAP25",147.232
"ARHGAP26",458.627
"ARHGAP27",40.519
"ARHGAP28",185.998
"ARHGAP29",126.08
"ARHGAP30",23.024
"ARHGAP31",126.341
"ARHGAP32",314.264
"ARHGAP33",14.29
"ARHGAP36",31.641
"ARHGAP39",76.637
"ARHGAP4",27.632
"ARHGAP40",49.101
"ARHGAP42",304.284
"ARHGAP5",83.614
"ARHGAP6",528.158
"ARHGAP8",110.23
"ARHGAP9",16.559
"ARHGDIA",3.685
"ARHGDIB",19.711
"ARHGDIG",14.283
"ARHGEF1",46.989
"ARHGEF10",134.665
"ARHGEF10L",158.039
"ARHGEF11",110.53
"ARHGEF12",153.022
"ARHGEF15",12.275
"ARHGEF16",26.687
"ARHGEF17",60.802
"ARHGEF18",77.364
"ARHGEF19",14.755
"ARHGEF2",60.219
"ARHGEF3",351.911
"ARHGEF33",85.569
"ARHGEF35",9.572
"ARHGEF37",83.021
"ARHGEF38",155.473
"ARHGEF4",210.347
"ARHGEF5",25.344
"ARHGEF6",116.541
"ARHGEF7",191.178
"ARHGEF9",174.307
"ARID1A",86.071
"ARID1B",432.85
"ARID2",178.375
"ARID3A",50.153
"ARID3B",56.954
"ARID3C",6.728
"ARID4A",75.502
"ARID4B",196.585
"ARID5A",15.895
"ARID5B",195.644
"ARIH1",128.659
"ARIH2",67.561
"ARL1",14.7
"ARL10",36.397
"ARL11",5.573
"ARL13A",21.121
"ARL13B",75.529
"ARL14",1.293
"ARL15",426.637
"ARL16",2.75
"ARL17A",63.02
"ARL17B",87.013
"ARL2",8.071
"ARL2BP",8.537
"ARL3",40.676
"ARL4A",4.078
"ARL4C",4.012
"ARL4D",2.178
"ARL5A",39.508
"ARL5B",22.234
"ARL5C",10.59
"ARL6",36.588
"ARL6IP1",10.011
"ARL6IP4",2.853
"ARL6IP5",21.122
"ARL6IP6",43.36
"ARL8A",11.339
"ARL8B",58.692
"ARL9",19.105
"ARMC1",31.761
"ARMC10",24.883
"ARMC2",126.056
"ARMC3",110.499
"ARMC4",186.884
"ARMC5",9.086
"ARMC6",26.736
"ARMC7",20.313
"ARMC8",111.141
"ARMC9",176.291
"ARMCX1",4.169
"ARMCX2",4.61
"ARMCX3",5.046
"ARMCX4",115.172
"ARMCX5",4.991
"ARMCX6",2.883
"ARMS2",2.699
"ARNT",67.063
"ARNT2",193.587
"ARNTL",110.614
"ARNTL2",92.435
"ARPC1A",62.266
"ARPC1B",20.552
"ARPC2",37.262
"ARPC3",15.597
"ARPC4",15.231
"ARPC5",14.911
"ARPC5L",15.603
"ARPP19",22.838
"ARPP21",155.551
"ARR3",13.535
"ARRB1",87.523
"ARRB2",11.01
"ARRDC1",9.706
"ARRDC2",12.97
"ARRDC3",14.635
"ARRDC4",13.14
"ARSA",5.419
"ARSB",208.878
"ARSD",25.381
"ARSE",33.678
"ARSF",71.255
"ARSG",163.549
"ARSH",26.958
"ARSI",42.964
"ARSJ",79.443
"ARSK",49.99
"ART1",19.288
"ART3",101.618
"ART4",17.926
"ART5",3.813
"ARTN",3.921
"ARV1",21.614
"ARVCF",46.912
"ARX",12.254
"AS3MT",32.383
"ASAH1",28.56
"ASAH2",65.832
"ASAH2B",77.177
"ASAP1",391.556
"ASAP2",198.918
"ASAP3",56.005
"ASB1",25.508
"ASB11",33.959
"ASB12",6.435
"ASB13",27.728
"ASB14",24.335
"ASB15",72.471
"ASB16",8.636
"ASB18",69.537
"ASB2",42.638
"ASB5",63.898
"ASB6",7.565
"ASB7",49.171
"ASB8",33.425
"ASB9",35.179
"ASCC1",121.102
"ASCC2",49.696
"ASCC3",373.178
"ASCL1",2.83
"ASCL2",2.457
"ASCL3",0.632
"ASF1A",14.947
"ASF1B",17.447
"ASGR1",6.133
"ASGR2",14.378
"ASH1L",227.539
"ASH2L",38.834
"ASIP",74.775
"ASL",17.76
"ASMT",28.08
"ASMTL",50.623
"ASNA1",11.184
"ASNS",20.424
"ASNSD1",9.446
"ASPA",31.045
"ASPDH",3.09
"ASPG",29.902
"ASPH",214.084
"ASPHD1",19.489
"ASPHD2",15.742
"ASPM",62.566
"ASPN",26.301
"ASPRV1",2.176
"ASPSCR1",40.599
"ASRGL1",55.964
"ASS1",56.345
"ASTE1",13.774
"ASTL",14.586
"ASTN1",307.671
"ASTN2",989.845
"ASXL1",80.975
"ASXL2",144.763
"ASXL3",172.577
"ASZ1",64.901
"ATAD1",89.831
"ATAD2",96.5
"ATAD2B",178.45
"ATAD3A",22.536
"ATAD3B",26.079
"ATAD3C",20.469
"ATAD5",63.899
"ATCAY",48.215
"ATE1",188.38
"ATF1",57.412
"ATF2",96.132
"ATF3",55.443
"ATF4",2.99
"ATF5",5.233
"ATF6",197.776
"ATF6B",30.077
"ATF7",118.554
"ATF7IP",137.303
"ATF7IP2",157.204
"ATG10",304.832
"ATG12",13.658
"ATG13",57.291
"ATG14",45.466
"ATG16L1",85.623
"ATG16L2",29.366
"ATG2A",22.702
"ATG2B",82.612
"ATG3",29.537
"ATG4A",63.003
"ATG4B",36.644
"ATG4C",81.378
"ATG4D",9.523
"ATG5",141.344
"ATG7",285.356
"ATG9A",19.945
"ATG9B",12.29
"ATHL1",6.972
"ATIC",37.956
"ATL1",100.559
"ATL2",82.405
"ATL3",47.834
"ATM",146.618
"ATMIN",11.511
"ATN1",17.858
"ATOH1",2.211
"ATOH7",1.479
"ATOH8",36.722
"ATOX1",30.216
"ATP10A",187.899
"ATP10B",289.094
"ATP10D",108.198
"ATP11A",196.839
"ATP11B",128.135
"ATP11C",218.93
"ATP12A",32.082
"ATP13A1",18.495
"ATP13A2",25.97
"ATP13A3",95.692
"ATP13A4",191.034
"ATP13A5",104.053
"ATP1A1",37.593
"ATP1A2",27.832
"ATP1A3",30.915
"ATP1A4",35.407
"ATP1B1",27.025
"ATP1B2",11.141
"ATP1B3",50.39
"ATP1B4",21.164
"ATP2A1",26.104
"ATP2A2",70.337
"ATP2A3",40.594
"ATP2B1",121.251
"ATP2B2",384.008
"ATP2B3",65.263
"ATP2B4",117.52
"ATP2C1",166.117
"ATP2C2",95.66
"ATP4A",13.615
"ATP4B",9.382
"ATP5A1",24.086
"ATP5B",7.893
"ATP5C1",19.686
"ATP5D",3.08
"ATP5E",6.915
"ATP5EP2",0.384
"ATP5F1",13.909
"ATP5G1",3.106
"ATP5G2",44.682
"ATP5G3",8.349
"ATP5H",8.122
"ATP5I",1.902
"ATP5J",19.17
"ATP5J2",17.856
"ATP5L",30.342
"ATP5L2",0.798
"ATP5O",12.527
"ATP5S",23.232
"ATP5SL",9.399
"ATP6AP1",7.884
"ATP6AP1L",107.515
"ATP6AP2",25.729
"ATP6V0A1",63.767
"ATP6V0A2",49.437
"ATP6V0A4",93.265
"ATP6V0B",3.808
"ATP6V0C",6.497
"ATP6V0D1",43.223
"ATP6V0D2",166.905
"ATP6V0E1",51.688
"ATP6V0E2",7.73
"ATP6V1A",65.037
"ATP6V1B1",29.524
"ATP6V1B2",29.452
"ATP6V1C1",51.988
"ATP6V1C2",63.461
"ATP6V1D",65.894
"ATP6V1E1",36.682
"ATP6V1E2",51.807
"ATP6V1F",3.018
"ATP6V1G1",10.627
"ATP6V1G2",3.965
"ATP6V1G3",17.723
"ATP6V1H",128.001
"ATP7A",139.739
"ATP7B",78.821
"ATP8A1",248.732
"ATP8A2",653.78
"ATP8B1",156.675
"ATP8B2",25.754
"ATP8B3",30.201
"ATP8B4",324.579
"ATP8B5P",76.28
"ATP9A",172.12
"ATP9B",308.998
"ATPAF1",41.13
"ATPAF2",61.8
"ATPIF1",10.797
"ATR",129.591
"ATRIP",20.934
"ATRN",180.082
"ATRNL1",855.627
"ATRX",281.391
"ATXN1",462.379
"ATXN10",173.509
"ATXN1L",39.277
"ATXN2",147.462
"ATXN2L",14.202
"ATXN3",67.969
"ATXN3L",1.716
"ATXN7",138.905
"ATXN7L1",271.537
"ATXN7L2",9.325
"ATXN7L3",8.308
"ATXN7L3B",7.603
"AUH",148.098
"AUP1",3.294
"AURKA",22.948
"AURKAIP1",1.765
"AURKAPS1",1.211
"AURKB",5.867
"AURKC",4.746
"AUTS2",1194.149
"AVEN",172.949
"AVIL",21.328
"AVL9",93.295
"AVP",2.168
"AVPI1",9.899
"AVPR1A",8.183
"AWAT1",5.972
"AWAT2",9.396
"AXIN1",65.233
"AXIN2",33.084
"AXL",42.563
"AZGP1",9.437
"AZI2",34.124
"AZIN1",67.507
"AZU1",6.921
"B2M",7.4
"B3GALNT1",21.501
"B3GALNT2",54.558
"B3GALT1",5.093
"B3GALT2",7.609
"B3GALT4",7.7
"B3GALT5",116.695
